,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,tsne1,tsne2,tsne3,tsne_clusters
465,1003575009,,Tarrytown,NY,10591,KEYBANK NATIONAL ASSOCIATION,OH,541512,23-Feb-99,1999,60,4,1.0,0,0,1,0,Y,N,,31-May-99,100000.0,0.0,P I F,0.0,100000.0,50000.0,2.915109,0.13034755,16.193224,2
466,1003585001,,Mahopac,NY,10541,KEYBANK NATIONAL ASSOCIATION,OH,311920,4-Mar-99,1999,40,8,1.0,0,0,1,0,N,N,,31-Mar-99,25000.0,0.0,P I F,0.0,25000.0,12500.0,2.2182262,-3.0313644,15.93772,2
467,1003595004,COOPER AUTOMATION,BEDFORD,NH,3110,KEYBANK NATIONAL ASSOCIATION,OH,0,15-Mar-99,1999,60,6,1.0,0,0,1,0,Y,N,,30-Sep-02,50000.0,0.0,P I F,0.0,50000.0,25000.0,-1.3930296,-5.5104227,14.364071,2
468,1003605005,SOFIA'S PIZZA & ROAST BEEF,CORNISH,ME,4020,KEYBANK NATIONAL ASSOCIATION,OH,0,19-Mar-99,1999,180,6,2.0,0,0,1,2,N,N,,16-Nov-99,80000.0,0.0,P I F,0.0,80000.0,40000.0,3.7560682,-3.9315195,-9.981944,4
469,1003615008,Terroni's Market,Portland,ME,4102,KEYBANK NATIONAL ASSOCIATION,OH,452990,23-Mar-99,1999,72,5,2.0,0,0,1,0,N,N,,30-Apr-99,85000.0,0.0,P I F,0.0,85000.0,42500.0,-13.78619,-3.6202052,-8.282227,0
470,1003616004,MOUNTAIN EXTREME POWERSPORTS I,LINDON,UT,84042,MOUNTAIN W. SMALL BUS. FINAN,UT,441229,7-Feb-06,2006,240,3,1.0,2,2,1,2,0,N,,16-Dec-09,264000.0,0.0,P I F,0.0,264000.0,264000.0,0.8423743,-1.663811,0.015927872,3
471,1003625000,DIRTY LAUNDRY,NEW WINDSOR (CENSUS NAME,NY,12553,KEYBANK NATIONAL ASSOCIATION,OH,812310,1-Apr-99,1999,60,4,2.0,0,0,1,0,N,N,,30-Sep-99,38000.0,0.0,P I F,0.0,38000.0,19000.0,-11.426275,-3.3639917,-9.096286,0
472,1003636010,CALIFORNIA CLOSETS,SPRINGFIELD,MO,65804,LIBERTY BANK,MO,453998,7-Feb-06,2006,52,5,1.0,0,0,10676,1,N,N,1-Sep-09,28-Feb-06,248533.0,0.0,CHGOFF,181440.0,250000.0,187500.0,-4.8751497,9.546072,-0.9710971,0
473,1003645006,ARC Radar & Communication Serv,Nashua,NH,3060,KEYBANK NATIONAL ASSOCIATION,OH,541330,9-Apr-99,1999,60,5,2.0,0,0,1,0,N,N,,30-Apr-99,65000.0,0.0,P I F,0.0,65000.0,32500.0,-13.238022,-3.51944,-8.603145,0
474,1003655009,BEHIND THE SCENES INC.,PLAINVIEW,NY,11803,JPMORGAN CHASE BANK NATL ASSOC,NY,541921,12-Apr-99,1999,60,10,1.0,0,0,1,0,Y,N,,31-May-00,103500.0,0.0,P I F,0.0,70000.0,35000.0,3.0033977,0.1963166,16.067825,2
475,1003665001,ARC Radar & Communication Serv,Nashua,NH,3060,KEYBANK NATIONAL ASSOCIATION,OH,541330,12-Apr-99,1999,60,5,2.0,0,0,1,0,Y,N,,31-Jul-99,53000.0,0.0,P I F,0.0,53000.0,26500.0,-13.240939,-3.4505942,-8.619709,0
476,1003675004,"Fiber Lash Cable Construction,",Middletown,NY,10941,KEYBANK NATIONAL ASSOCIATION,OH,0,14-Apr-99,1999,60,3,2.0,0,0,1,0,N,N,,30-Apr-99,55000.0,0.0,P I F,0.0,55000.0,27500.0,-15.38441,-2.1704597,0.3900014,0
477,1003676000,REBELLO PROFESSIONAL AUTOMOTIV,WARWICK (RR NAME APPONAUG),RI,2886,OCEAN ST. BUS. DEVEL AUTHORITY,RI,811111,7-Feb-06,2006,240,5,2.0,3,5,1,2,0,N,,11-Oct-06,298000.0,0.0,P I F,0.0,298000.0,298000.0,0.18897274,-4.1014867,-8.756652,4
478,1003685007,Yates Lumber,Lee,ME,4455,KEYBANK NATIONAL ASSOCIATION,OH,0,15-Apr-99,1999,180,12,1.0,0,0,1,2,N,N,,31-Jul-99,115000.0,0.0,P I F,0.0,115000.0,57500.0,4.922682,-0.022980165,1.312833,1
479,1003695010,"Jager Moorings & Anchors, Inc",Amherst,NH,3031,KEYBANK NATIONAL ASSOCIATION,OH,0,14-May-99,1999,60,3,1.0,0,0,1,0,Y,N,,31-Jul-99,75000.0,0.0,P I F,0.0,75000.0,37500.0,-1.6384541,-5.731572,14.296163,2
480,1003696006,"STERLING CANDLES & SCENTS, LLC",STERLING CITY,TX,76951,1ST NATL BK OF STERLING CITY,TX,339999,7-Feb-06,2006,120,3,1.0,0,0,1,2,N,N,,31-Mar-06,126995.0,0.0,P I F,0.0,127000.0,107950.0,5.5524898,3.8755543,-2.1991432,1
481,1003703008,"AQUA BELLA ENTERPRISES, INC.",CHICAGO,IL,60634,NORTH COMMUNITY BANK,IL,0,25-Jun-80,1980,87,20,1.0,0,0,0,0,N,N,22-Jun-92,12-May-80,350000.0,0.0,CHGOFF,311636.0,350000.0,315000.0,-6.34061,8.578785,-0.759605,0
482,1003705000,"FUTURE MACHINE, INC.",HOLBROOK,NY,11741,JPMORGAN CHASE BANK NATL ASSOC,NY,0,19-May-99,1999,25,5,1.0,0,0,1,0,Y,N,1-Jul-03,30-Jun-00,93500.0,0.0,CHGOFF,91831.0,100000.0,50000.0,2.1460357,-6.108579,15.687856,2
483,1003715003,"Spin City Laundry, Inc",Ellenville,NY,12428,KEYBANK NATIONAL ASSOCIATION,OH,812310,21-Jul-99,1999,48,2,2.0,0,0,1,1,N,N,,31-Jul-99,22000.0,0.0,P I F,0.0,22000.0,11000.0,-3.4956284,-5.5165234,-13.659693,4
484,1003725006,Native Wood Products Inc.,Ontario,NY,14516,KEYBANK NATIONAL ASSOCIATION,OH,321920,21-Jul-99,1999,60,4,2.0,0,0,1,1,Y,N,,30-Apr-00,35000.0,0.0,P I F,0.0,35000.0,17500.0,-5.80505,-8.503141,-12.304407,4
485,1003735009,Steep Falls Floral,East Baldwin (RR name Mattocks,ME,4091,KEYBANK NATIONAL ASSOCIATION,OH,453110,27-Jul-99,1999,240,5,1.0,0,0,1,2,N,N,,31-Jan-00,93600.0,0.0,P I F,0.0,93600.0,46800.0,3.710685,-0.6316771,1.6509161,3
486,1003745001,Ursus Productions,Waterville,ME,4901,KEYBANK NATIONAL ASSOCIATION,OH,512110,3-Aug-99,1999,84,5,1.0,0,0,1,2,N,N,,31-Aug-02,100000.0,0.0,P I F,0.0,100000.0,50000.0,7.7047944,-0.46244833,-3.9936292,1
487,1003755004,The Fabric Hutch,Croghan,NY,13660,KEYBANK NATIONAL ASSOCIATION,OH,451130,3-Aug-99,1999,240,40,1.0,0,0,1,1,N,N,,31-Oct-99,72000.0,0.0,P I F,0.0,72000.0,36000.0,3.023377,-0.80847913,2.2077608,3
488,1003756000,QUIZNO'S SUB SHOP,WOODLAWN,MD,21244,MANUFACTURERS & TRADERS TR CO,MD,722211,7-Feb-06,2006,60,10,2.0,0,0,1,2,N,N,,31-Mar-06,126000.0,0.0,P I F,0.0,126000.0,107100.0,3.138188,-6.146846,-14.275322,4
489,1003773007,"BLOOMINGSHIRE, INC.",BLOOMINGDALE,IL,60108,MB FINAN BANK NATL ASSOC,IL,0,30-Jun-80,1980,66,2,2.0,0,0,0,0,N,N,16-May-90,8-Jan-82,75000.0,0.0,CHGOFF,0.0,120000.0,108000.0,-12.9291,0.48288304,1.7663368,0
490,1003775010,"The Greatwater Company, Inc.",Syracuse,NY,13209,KEYBANK NATIONAL ASSOCIATION,OH,0,7-Sep-99,1999,60,10,1.0,0,0,1,1,Y,N,,29-Feb-00,25000.0,0.0,P I F,0.0,25000.0,12500.0,12.157193,-4.94411,-0.31625748,1
491,1003795005,All Pro Health and Fitness LLC,Amenia,NY,12501,KEYBANK NATIONAL ASSOCIATION,OH,713940,30-Aug-99,1999,32,6,2.0,0,0,1,1,N,N,5-Jan-06,31-Oct-99,55000.0,0.0,CHGOFF,33152.0,55000.0,27500.0,-3.2865856,-5.8198366,-13.064489,4
492,1003805006,Majors Mobility,Topsham (census name for Topsh,ME,4086,KEYBANK NATIONAL ASSOCIATION,OH,0,13-Sep-99,1999,60,5,1.0,0,0,1,2,N,N,,30-Sep-99,52000.0,0.0,P I F,0.0,52000.0,26000.0,8.236452,0.5635385,-0.9429925,1
493,1003806002,SOUND IMAGES,BELLINGHAM,WA,98225,HERITAGE BANK,WA,512191,7-Feb-06,2006,87,2,1.0,0,2,1,2,0,N,20-Jan-11,28-Feb-06,60200.0,0.0,CHGOFF,49469.0,60200.0,51170.0,5.031476,4.7346554,-2.4775476,1
494,1003815009,Majors Mobility,Topsham (census name for Topsh,ME,4086,KEYBANK NATIONAL ASSOCIATION,OH,0,13-Sep-99,1999,60,5,1.0,0,0,1,2,Y,N,,29-Feb-00,100000.0,0.0,P I F,0.0,50000.0,25000.0,8.23013,0.53571934,-0.92660517,1
495,1003825001,The Pizza Shack,Sackets Harbor,NY,13685,KEYBANK NATIONAL ASSOCIATION,OH,722110,6-Oct-99,2000,84,6,1.0,0,0,1,1,N,N,,31-Oct-99,50800.0,0.0,P I F,0.0,50800.0,25400.0,10.373853,-2.8771975,4.7209535,1
496,1003835004,"Sylvain Roy & Associates, Inc.",Hooksett (census name for Hook,NH,3106,KEYBANK NATIONAL ASSOCIATION,OH,421910,4-Nov-99,2000,240,3,1.0,0,0,1,1,N,N,,31-Dec-99,65000.0,0.0,P I F,0.0,65000.0,32500.0,3.1241834,-0.69417065,2.1982903,3
497,1003845007,"Tech-Weld Enterprises, Inc.",Hamburg,NY,14075,KEYBANK NATIONAL ASSOCIATION,OH,333518,23-Nov-99,2000,65,1,1.0,0,0,1,1,N,N,29-Aug-03,31-Dec-99,78800.0,0.0,CHGOFF,73900.0,78800.0,39400.0,12.617023,-1.4736325,-0.531691,1
498,1003854003,DIANNE'S FINE FOOD & SPIRITS,OGUNQUIT,ME,3907,BANK OF AMERICA NATL ASSOC,CT,0,3-Mar-97,1997,60,8,1.0,0,0,1,0,N,Y,,30-Jun-97,10000.0,0.0,P I F,0.0,10000.0,8000.0,-0.9934153,-5.088137,14.385909,2
499,1003855010,JOHN R GRENIER INC,AUBURN,ME,4210,KEYBANK NATIONAL ASSOCIATION,OH,451110,8-Dec-99,2000,84,3,1.0,0,0,1,1,N,N,,31-Dec-99,105000.0,0.0,P I F,0.0,105000.0,52500.0,11.234129,-4.078107,2.659528,1
500,1003865002,Victor Florist,Pittsford,NY,14534,KEYBANK NATIONAL ASSOCIATION,OH,453110,14-Dec-99,2000,84,8,2.0,0,0,1,1,N,N,,31-Jan-00,25000.0,0.0,P I F,0.0,25000.0,12500.0,-4.9964056,-7.948866,-12.486878,4
501,1003874009,CARIBE COMMUNICATIONS & PUB.,CAMBRIDGE,MA,2139,BANK OF AMERICA NATL ASSOC,RI,511110,3-Mar-97,1997,84,11,1.0,0,0,1,0,N,N,,30-Jun-97,85000.0,0.0,P I F,0.0,85000.0,68000.0,2.1346164,0.50197244,14.893406,2
502,1003875005,High Summit Guided Tours,Kingfield,ME,4947,KEYBANK NATIONAL ASSOCIATION,OH,0,13-Dec-99,2000,60,2,2.0,0,0,1,2,N,N,,31-Dec-99,14000.0,0.0,P I F,0.0,14000.0,7000.0,5.133671,-4.1978865,-10.841022,4
503,1003876001,CD ADAMS FINANCIAL GROUP,SAINT LOUIS,MO,63158,WELLS FARGO BANK NATL ASSOC,SD,522310,7-Feb-06,2006,42,7,1.0,0,7,1,1,Y,N,18-Dec-09,31-Mar-06,49043.0,0.0,CHGOFF,29531.0,30000.0,15000.0,2.6386664,5.150528,-0.48428488,1
504,1003884001,LIGHT GENERATION MARKET,NANTUCKET,MA,2554,SANTANDER BANK NATL ASSOC,MA,452990,3-Mar-97,1997,84,8,2.0,0,0,1,0,N,Y,,30-Sep-97,40000.0,0.0,P I F,0.0,40000.0,32000.0,-13.868551,-3.4487355,-8.214884,0
505,1003885008,"Griffen Logistics, Inc.",Cumberland Center,ME,4021,KEYBANK NATIONAL ASSOCIATION,OH,0,1-Jan-00,2000,24,1,2.0,0,0,1,2,N,N,5-Feb-03,31-Jan-00,20000.0,0.0,CHGOFF,15995.0,20000.0,10000.0,5.25124,-4.263985,-10.875354,4
506,1003886004,SEOUL BOOK STORE,CHICAGO,IL,60659,BBCN BANK,CA,424920,7-Feb-06,2006,93,5,1.0,0,5,1,1,0,N,8-Aug-08,28-Feb-06,290000.0,0.0,CHGOFF,243232.0,290000.0,217500.0,-5.184018,9.247884,-1.1626507,0
507,1003895000,Bob Plourde's Plumbing & Heati,Waterville,ME,4901,KEYBANK NATIONAL ASSOCIATION,OH,235110,4-Jan-00,2000,47,20,1.0,0,0,1,2,Y,N,28-Dec-05,31-Oct-04,35000.0,0.0,CHGOFF,13722.0,35000.0,17500.0,8.390844,0.50523,-1.4654195,1
508,1003904005,BONATERRA BAKING CO LLC,AVON,CT,6001,BANK OF AMERICA NATL ASSOC,RI,0,3-Mar-97,1997,84,1,2.0,0,0,1,0,N,Y,,31-Jul-97,50000.0,0.0,P I F,0.0,50000.0,40000.0,-15.039394,-2.4616241,0.0057654902,0
509,1003905001,"Mail Boxes, Etc",Mount Kisco,NY,10549,KEYBANK NATIONAL ASSOCIATION,OH,0,31-Jan-00,2000,60,2,2.0,0,0,50564,1,N,N,,31-May-00,120000.0,0.0,P I F,0.0,120000.0,60000.0,0.5658305,-15.7101145,-3.0601497,3
510,1003906008,SEAFOOD GALORE,NEPTUNE BEACH,FL,32266,BANCO POPULAR NORTH AMERICA,NY,722110,7-Feb-06,2006,91,15,1.0,0,7,1,1,0,N,28-Jan-10,28-Feb-06,143000.0,0.0,CHGOFF,114303.0,143000.0,121550.0,-3.772391,9.2394285,-1.533827,0
511,1003914008,JEH JIREH CORPORATION,TULSA,OK,74116,"BANK SNB, NATIONAL ASSOCIATION",OK,0,3-Mar-97,1997,144,14,1.0,0,0,1,0,N,N,,30-Apr-97,1508300.0,0.0,P I F,0.0,1508300.0,739067.0,-2.8216343,-6.9741035,0.09143759,3
512,1003915004,The Fine Art House,Derry (census name for Derry C,NH,3038,KEYBANK NATIONAL ASSOCIATION,OH,0,1-Feb-00,2000,84,7,2.0,0,0,1,1,N,N,,31-Mar-00,20000.0,0.0,P I F,0.0,20000.0,10000.0,-7.21355,-9.935174,-11.498194,4
513,1003926003,FINAN MCDONALD CLOTHING CO INC,SANDPOINT,ID,83864,WELLS FARGO BANK NATL ASSOC,SD,448140,7-Feb-06,2006,83,12,1.0,3,15,1,2,Y,N,,28-Feb-06,80625.0,0.0,P I F,0.0,30000.0,15000.0,2.3919718,5.43621,-2.8681836,1
514,1003935010,"Saul Stanley, Jr",Selkirk,NY,12158,KEYBANK NATIONAL ASSOCIATION,OH,0,4-Feb-00,2000,48,1,2.0,0,0,1,1,N,N,,29-Feb-00,15000.0,0.0,P I F,0.0,15000.0,7500.0,-7.2769065,-9.945732,-11.412052,4
515,1003944006,"CLUB SODA, INC.",BLOCK ISLAND,RI,2807,WASHINGTON TR CO OF WESTERLY,RI,722410,3-Mar-97,1997,120,30,1.0,0,0,1,0,N,Y,,30-Apr-97,50000.0,0.0,P I F,0.0,50000.0,40000.0,3.4624138,1.5937593,14.647007,2
516,1003945002,Caribou Club,Syracuse,NY,13203,KEYBANK NATIONAL ASSOCIATION,OH,722410,16-Feb-00,2000,84,55,2.0,0,0,1,1,N,N,,31-Mar-00,102000.0,0.0,P I F,0.0,102000.0,51000.0,-2.1176355,-7.742159,-13.637614,4
517,1003946009,SOUND COMPUTERS INC,LAKEWOOD CENTER (CENSUS NAME L,WA,98499,JPMORGAN CHASE BANK NATL ASSOC,IL,511210,7-Feb-06,2006,58,12,1.0,5,12,1,2,Y,N,6-Jun-08,28-Feb-06,47796.0,0.0,CHGOFF,30000.0,30000.0,15000.0,2.8551984,5.285654,-2.406626,1
518,1003955005,"GJV Enterprises of Rochester,",Rochester,NY,14621,KEYBANK NATIONAL ASSOCIATION,OH,332322,22-Feb-00,2000,60,6,1.0,0,0,1,1,N,N,,31-Mar-00,144000.0,0.0,P I F,0.0,144000.0,72000.0,11.426576,-4.3157387,1.7364209,1
519,1003964001,BEVERLY HILLS WEIGHT LOSS,CRANSTON,RI,2920,BANK RHODE ISLAND,RI,713940,3-Mar-97,1997,60,2,2.0,0,0,10397,0,N,Y,,30-Apr-97,84000.0,0.0,P I F,0.0,84000.0,67200.0,-12.144332,-4.9552836,-9.060415,0
520,1003965008,"Jenna & Moos, Inc",Tonawanda (city),NY,14223,KEYBANK NATIONAL ASSOCIATION,OH,0,20-Mar-00,2000,72,10,2.0,0,0,1,1,N,N,,31-Jul-00,62000.0,0.0,P I F,0.0,62000.0,31000.0,-7.2656903,-9.970972,-11.382165,4
521,1003974004,WEST WILSHIRE LAUNDRY CENTER,OKLAHOMA CITY,OK,73132,PROSPERITY BANK,OK,812310,3-Mar-97,1997,84,5,1.0,0,0,1,0,N,Y,,31-May-97,70000.0,0.0,P I F,0.0,70000.0,56000.0,-0.92856383,6.5978446,12.414769,2
522,1003984007,SKYLITE SUPPER CLUB,ATHENS,WI,54411,ABBYBANK,WI,0,3-Mar-97,1997,120,10,1.0,0,0,1,0,N,Y,,30-Apr-97,18250.0,0.0,P I F,0.0,18250.0,14600.0,-4.4601383,-1.933562,13.583676,2
523,1003986010,KAREN'S MINI MARKET,HUNTINGTON PARK,CA,90255,BBCN BANK,CA,445210,7-Feb-06,2006,59,1,2.0,0,1,1,1,0,N,19-May-08,28-Feb-06,10000.0,0.0,CHGOFF,8460.0,10000.0,8500.0,-3.8320732,1.2642465,-11.510493,4
524,1003994010,CARIBE COMMUNICATIONS & PUBLI,CAMBRIDGE,MA,2139,BAY COLONY DEVEL CORP,MA,511110,3-Mar-97,1997,240,16,1.0,4,12,1,0,N,N,,15-Apr-98,196000.0,0.0,P I F,0.0,196000.0,196000.0,-1.3837668,3.6884863,-2.0146747,3
525,1003995006,JASON'S N.Y. STYLE PIZZA,WATERVILLE,ME,4901,KEYBANK NATIONAL ASSOCIATION,OH,0,13-Apr-00,2000,180,4,1.0,0,0,1,2,N,N,,31-May-00,100000.0,0.0,P I F,0.0,100000.0,50000.0,4.9274783,-0.009046587,1.3133097,1
526,1003996002,XTRA XPRESS INC,MILWAUKEE,WI,53219,INNOVATIVE BANK,CA,484110,7-Feb-06,2006,84,1,2.0,1,1,1,1,0,N,,28-Feb-06,5000.0,0.0,P I F,0.0,5000.0,4250.0,-4.685176,0.4156542,-11.008485,4
527,1004005004,"NEW MILLENNIUM RENTALS, INC",NEW WINDSOR,NY,10958,KEYBANK NATIONAL ASSOCIATION,OH,0,21-Apr-00,2000,60,1,2.0,0,0,1,1,Y,N,,30-Jun-00,66100.0,0.0,P I F,0.0,100000.0,50000.0,-7.2635813,-9.982982,-11.370536,4
528,1004014000,"L & R SERVICES, INC.",NEW BALTIMORE,MI,48047,COMERICA BANK,TX,812310,3-Mar-97,1997,120,5,2.0,0,0,1,0,N,N,,31-Jul-97,175000.0,0.0,P I F,0.0,240000.0,180000.0,-9.63982,-1.442181,-9.099751,0
529,1004015007,"Michael T. Smith, Inc",Kingston,NY,12401,KEYBANK NATIONAL ASSOCIATION,OH,524210,21-Apr-00,2000,84,3,2.0,0,0,1,1,N,N,,30-Jun-00,120000.0,0.0,P I F,0.0,120000.0,60000.0,-4.0316997,-8.126841,-12.650789,4
530,1004016003,MAXI MUFFLER,RINGGOLD,GA,30736,BBCN BANK,CA,811111,7-Feb-06,2006,57,6,1.0,0,6,1,1,0,N,16-Jul-08,28-Feb-06,20000.0,0.0,CHGOFF,16326.0,20000.0,17000.0,3.439884,3.4491167,0.33235955,1
531,1004025010,Leisure Maine Travel Van Renta,Rockland,ME,4841,KEYBANK NATIONAL ASSOCIATION,OH,532120,24-Apr-00,2000,66,2,2.0,0,0,1,2,N,N,,30-Jun-00,150000.0,0.0,P I F,0.0,150000.0,75000.0,3.5843933,-6.008851,-12.871163,4
532,1004034006,"GAMBERO, INC.",SEATTLE,WA,98121,"READYCAP LENDING, LLC",CA,0,3-Mar-97,1997,144,2,2.0,0,0,1,0,0,N,,31-May-97,135000.0,0.0,P I F,0.0,135000.0,101250.0,-11.3281765,0.8043827,2.1630538,0
533,1004035002,"D.R. O'Neill Enterprises, Inc",Whitesboro,NY,13492,KEYBANK NATIONAL ASSOCIATION,OH,0,3-May-00,2000,60,12,1.0,0,0,1,1,Y,N,,31-May-00,100000.0,0.0,P I F,0.0,100000.0,50000.0,12.101395,-4.935672,-0.25155652,1
534,1004055008,"Tri-Tech, Inc",Cohoes,NY,12047,KEYBANK NATIONAL ASSOCIATION,OH,0,9-May-00,2000,60,10,2.0,0,0,1,1,N,N,,30-Jun-00,135000.0,0.0,P I F,0.0,135000.0,67500.0,-7.2588515,-10.029932,-11.307906,4
535,1004056004,JOSEPH EVANS CONSTRUCTION LLC,WACO,TX,76705,WELLS FARGO BANK NATL ASSOC,SD,236118,7-Feb-06,2006,1,11,1.0,0,11,1,1,Y,N,12-Mar-13,30-Apr-06,97081.0,0.0,CHGOFF,29352.0,30000.0,15000.0,1.78326,5.9782014,-2.1727996,1
536,1004064004,FERN CREEK CHIROPRACTIC CENTER,LOUISVILLE,KY,40291,"PNC BANK, NATIONAL ASSOCIATION",KY,621310,3-Mar-97,1997,74,3,2.0,0,0,1,0,N,Y,,31-Mar-97,65000.0,0.0,P I F,0.0,65000.0,52000.0,-11.564927,-1.5715894,-9.313966,0
537,1004065000,"Windham Ventures, Inc",Windham,NY,12496,KEYBANK NATIONAL ASSOCIATION,OH,512131,17-May-00,2000,120,3,1.0,0,0,1,1,N,N,,31-Mar-01,112000.0,0.0,P I F,0.0,112000.0,56000.0,10.8462,-4.1121893,3.221221,1
538,1004066007,AAW BUSINESS SERVICES INC,LOS ANGELES,CA,90047,WELLS FARGO BANK NATL ASSOC,SD,624120,7-Feb-06,2006,36,2,2.0,2,4,1,1,Y,N,23-Dec-09,31-Mar-06,70178.0,0.0,CHGOFF,34343.0,35000.0,17500.0,-2.7803986,1.2232621,-11.261671,4
539,1004074007,"TRAVEL BOARDS, INC.",CLEVELAND HEIGHTS,OH,44118,JPMORGAN CHASE BANK NATL ASSOC,IL,561510,3-Mar-97,1997,60,7,1.0,0,0,1,0,0,N,,30-Sep-97,150000.0,0.0,P I F,0.0,150000.0,112500.0,1.785888,2.9895108,15.790448,2
540,1004075003,Bolsters Mills General Store,Oxford (sta.) (Welchville),ME,4270,KEYBANK NATIONAL ASSOCIATION,OH,0,12-Jun-00,2000,240,2,1.0,0,0,1,2,N,N,,31-Aug-00,70000.0,0.0,P I F,0.0,70000.0,35000.0,4.710779,-0.08183503,1.4247812,1
541,1004076010,DINNER BY DESIGN,WARNER ROBINS,GA,31088,COLONY BANK,GA,445299,7-Feb-06,2006,49,2,2.0,7,0,23997,2,0,N,18-Aug-09,30-Apr-06,125000.0,0.0,CHGOFF,104201.0,125000.0,106250.0,3.5737953,-14.669994,-5.605381,3
542,1004085006,Complete Wedding Guide,Feura Bush,NY,12067,KEYBANK NATIONAL ASSOCIATION,OH,0,19-Jun-00,2000,60,7,2.0,0,0,1,1,Y,N,,31-Jul-00,50000.0,0.0,P I F,0.0,50000.0,25000.0,-7.2639656,-9.962276,-11.398895,4
543,1004086002,DL WILLIAMS INSURANCE INC,MISSOULA,MT,59802,WELLS FARGO BANK NATL ASSOC,SD,524210,7-Feb-06,2006,60,1,2.0,0,1,1,1,Y,N,,31-Mar-06,61557.0,0.0,P I F,0.0,15000.0,7500.0,-4.3946466,0.47018167,-11.224532,4
544,1004094002,"SHOEMAKER PAVING, INC.",CROTON,OH,43013,HEARTLAND BANK,OH,234110,3-Mar-97,1997,84,6,1.0,0,0,1,0,N,Y,,30-Apr-97,66000.0,0.0,P I F,0.0,66000.0,52800.0,-3.1881845,-1.7752179,15.236835,2
545,1004105010,Moving Technologies,Ontario,NY,14519,KEYBANK NATIONAL ASSOCIATION,OH,0,21-Jun-00,2000,60,3,1.0,0,0,1,1,N,N,,31-Jul-00,35600.0,0.0,P I F,0.0,35600.0,17800.0,12.15899,-4.9380465,-0.3174153,1
546,1004114006,"PHILIP F. CURTIN, ATTY. AT LAW",MANCHESTER,NH,3104,GRANITE ST. ECONOMIC DEVEL COR,NH,541110,3-Mar-97,1997,240,6,1.0,3,3,1,0,N,N,,16-Jul-97,83000.0,0.0,P I F,0.0,83000.0,83000.0,0.9966514,-2.072826,3.6033444,3
547,1004115002,"Dr. Kent R. Behler, DPM",Wappingers Falls,NY,12590,KEYBANK NATIONAL ASSOCIATION,OH,621391,5-Jul-00,2000,32,3,2.0,0,0,1,1,Y,N,29-Jan-03,31-Jul-00,50000.0,0.0,CHGOFF,50000.0,50000.0,25000.0,-3.2865415,-5.907632,-12.93388,4
548,1004124009,TUBBY'S BATTING CAGE,SAN MARCOS,TX,78666,FIRST-CITIZENS BK & TR CO,NC,0,3-Mar-97,1997,149,1,2.0,0,0,1,0,0,N,17-Jan-06,31-Aug-97,267000.0,0.0,CHGOFF,210880.0,267000.0,200250.0,-7.357232,8.562631,-0.3115223,0
549,1004125005,The Marcy Spa & Salon Inc.,Watertown,NY,13601,KEYBANK NATIONAL ASSOCIATION,OH,0,11-Jul-00,2000,84,2,2.0,0,0,1,1,N,N,,31-Aug-00,51000.0,0.0,P I F,0.0,51000.0,25500.0,-7.253565,-9.960937,-11.406954,4
550,1004126001,FIVE GUYS FAMOUS BURGERS AND F,ARLINGTON,VA,20001,EAGLEBANK,MD,722211,7-Feb-06,2006,84,1,2.0,5,5,1,2,0,N,,30-Sep-06,425000.0,0.0,P I F,0.0,425000.0,318750.0,-1.3526605,-4.6404037,-9.503956,4
551,1004144004,"WATER WELL SYSTEMS, INC.",JOHNSTON,RI,2919,ADMIRALS BANK,MA,235810,3-Mar-97,1997,120,4,1.0,0,0,1,0,N,Y,,31-Mar-97,90000.0,0.0,P I F,0.0,90000.0,72000.0,-0.6963872,-4.1468177,12.743695,2
552,1004154007,"PROFESSIONAL IMAGE, INC.",MAPLEWOOD,MN,55109,U.S. BANK NATIONAL ASSOCIATION,OH,0,3-Mar-97,1997,103,2,1.0,0,0,1,0,0,N,,30-Apr-97,140000.0,0.0,P I F,0.0,140000.0,70000.0,-4.292414,-1.4875892,12.485504,2
553,1004155003,P&R Professional Janitorial Se,Kenmore,NY,14217,KEYBANK NATIONAL ASSOCIATION,OH,561720,14-Aug-00,2000,60,112,1.0,0,0,1,1,N,N,,30-Sep-00,45500.0,0.0,P I F,0.0,45500.0,22750.0,8.962351,-0.0010630875,9.216535,1
554,1004156010,MARTINIZING DRY CLEANING,ROCKLIN,CA,95765,U.S. BANK NATIONAL ASSOCIATION,OH,812320,7-Feb-06,2006,77,3,2.0,3,0,51570,1,0,N,15-May-09,31-Aug-06,327300.0,0.0,CHGOFF,40818.0,327300.0,245475.0,2.9617846,-13.98662,-4.640835,3
555,1004165006,Piggy Pat's BBQ,Little Falls,NY,13365,KEYBANK NATIONAL ASSOCIATION,OH,722110,15-Aug-00,2000,84,14,1.0,0,0,1,1,N,N,,31-Mar-01,76500.0,0.0,P I F,0.0,76500.0,38250.0,10.306494,-2.8550067,4.740185,1
