,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
596,1004415009,WILLIAMS-WALLACE MANAGEMENT CO,OAKLAND,CA,94612,CALIFORNIA BANK & TRUST,CA,541519,30-Apr-01,2001,36,5,1.0,0,0,1,0,Y,N,,31-May-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
597,1004424005,LEE'S MARTIAL ARTS,SEATTLE,WA,98119,UMPQUA BANK,WA,0,3-Mar-97,1997,84,2,2.0,0,0,1,0,N,Y,,30-Apr-97,25500.0,0.0,P I F,0.0,25500.0,20400.0
598,1004425001,KATIE ANDERSON DESIGN CONSULTA,SAN FRANCISCO,CA,94103,CALIFORNIA BANK & TRUST,CA,541410,30-Apr-01,2001,36,1,1.0,0,0,1,0,Y,N,,31-May-01,12000.0,0.0,P I F,0.0,12000.0,6000.0
599,1004434008,STRAW HAT PIZZA PARLOR,NOVATO,CA,94947,HERITAGE BANK OF COMMERCE,CA,0,3-Mar-97,1997,120,18,2.0,0,0,1,0,0,N,,30-Apr-97,110000.0,0.0,P I F,0.0,110000.0,82500.0
600,1004435004,Monrovia Pizza Co.,MONROVIA,CA,91016,CALIFORNIA BANK & TRUST,CA,722211,22-May-01,2001,36,20,1.0,0,0,1,0,Y,N,,31-May-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
601,1004445007,"Manhattan Enterprise, Inc.",SANTA ANA,CA,92704,CALIFORNIA BANK & TRUST,CA,422330,22-May-01,2001,36,4,1.0,0,0,1,0,Y,N,,31-Jul-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
602,1004454003,"FREDERICK A. MASSEY, SR. & JEN",MARIETTA,GA,30067,UNITED COMMERCIAL BANK,GA,811111,3-Mar-97,1997,300,7,1.0,0,0,1,0,0,N,,31-May-97,555000.0,0.0,P I F,0.0,555000.0,416250.0
603,1004455010,DONALD L. SHARP,FRESNO,CA,93704,CALIFORNIA BANK & TRUST,CA,441110,22-May-01,2001,36,2,1.0,0,0,1,0,Y,N,,30-Jun-01,10000.0,0.0,P I F,0.0,10000.0,5000.0
604,1004456006,GUESTHOUSE INN & SUITES,ABERDEEN,WA,98520,NORTHWEST BUS. DEVEL ASSOC,WA,721110,7-Feb-06,2006,240,20,1.0,5,0,36002,2,0,N,,12-Jul-06,2000000.0,0.0,P I F,0.0,2000000.0,2000000.0
605,1004464006,LOW BOB'S DISCOUNT TOBACCO TOW,TROY,OH,45373,"PNC BANK, NATIONAL ASSOCIATION",OH,453991,3-Mar-97,1997,63,10,1.0,0,0,1,0,N,Y,,31-May-97,71000.0,0.0,P I F,0.0,71000.0,56800.0
606,1004465002,BAJA ONYX INTERNATIONAL,SAN YSIDRO,CA,92173,CALIFORNIA BANK & TRUST,CA,327991,22-May-01,2001,84,28,1.0,0,0,1,0,Y,N,,31-May-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
607,1004475005,D.I.L FASHION INC.,LOS ANGELES,CA,90031,CALIFORNIA BANK & TRUST,CA,315212,29-May-01,2001,36,15,1.0,0,0,1,0,Y,N,,30-Jun-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
608,1004476001,ABDUL M HASHIM,ALAMOGORDO,NM,88310,ENCHANTMENT LAND CERT. DEVEL C,NM,721110,7-Feb-06,2006,240,1,1.0,0,1,16920,2,0,N,,17-May-06,701000.0,0.0,P I F,0.0,701000.0,701000.0
609,1004485008,MAIL BOXES ETC. #371,SAN DIEGO,CA,92106,CALIFORNIA BANK & TRUST,CA,561431,29-May-01,2001,83,4,1.0,0,0,50564,0,Y,N,,30-Jun-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
610,1004495000,LAI DU LUDBA FONG & KEN,MONTEREY PARK,CA,91755,CALIFORNIA BANK & TRUST,CA,422410,29-May-01,2001,84,1,1.0,0,0,1,0,Y,N,,31-May-01,40000.0,0.0,P I F,0.0,40000.0,20000.0
611,1004503009,SMITHFIELD GLASS INC,DANIELSON,CT,6239,,,0,7-Jul-80,1980,180,30,2.0,0,0,0,0,N,N,22-May-90,,0.0,0.0,,144461.0,300000.0,300000.0
612,1004505001,"Khoury Graphics Group, LLC",COSTA MESA,CA,92627,CALIFORNIA BANK & TRUST,CA,323110,4-Jun-01,2001,36,20,1.0,0,0,1,0,Y,N,,30-Jun-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
613,1004515004,SARGEANT'S WHOLESALE BIOLOGICA,BAKERSFIELD,CA,93313,CALIFORNIA BANK & TRUST,CA,422210,4-Jun-01,2001,36,15,1.0,0,0,1,0,N,N,,30-Jun-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
614,1004525007,"DATA ON CALL, LLC",SAN DIEGO,CA,92111,CALIFORNIA BANK & TRUST,CA,511210,4-Jun-01,2001,36,3,1.0,0,0,1,0,Y,N,,30-Jun-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
615,1004534003,MAMO JO'S CAFE,WHITEDEER,TX,79097,FIRST BANK & TRUST COMPANY,TX,0,3-Mar-97,1997,66,4,1.0,0,0,1,0,N,Y,6-Aug-02,30-Jun-97,50000.0,0.0,CHGOFF,12163.0,50000.0,40000.0
616,1004535010,DREAM HOME REALTY,TORRANCE,CA,90505,CALIFORNIA BANK & TRUST,CA,531210,4-Jun-01,2001,56,1,1.0,0,0,1,0,Y,N,,30-Sep-03,30000.0,0.0,P I F,0.0,30000.0,15000.0
617,1004545002,"PICTURES IN SEQUENCE, LLC",WESTMINSTER,CA,92683,CALIFORNIA BANK & TRUST,CA,451120,4-Jun-01,2001,36,5,1.0,0,0,1,0,Y,N,,30-Jun-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
618,1004555005,"Salam International, Inc.",LAGUNA NIGUEL,CA,92607,CALIFORNIA BANK & TRUST,CA,421450,4-Jun-01,2001,36,4,1.0,0,0,1,0,Y,N,,31-Oct-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
619,1004565008,"Pomona Ranch Market, Inc.",POMONA,CA,91766,CALIFORNIA BANK & TRUST,CA,445110,19-Jun-01,2001,36,4,1.0,0,0,1,0,Y,N,,30-Jun-01,119999.0,0.0,P I F,0.0,100000.0,50000.0
620,1004566004,COMFORT SUITES-ABILENE,ABILENE,TX,79605,CAPITAL CERT. DEVEL CORP,TX,721110,7-Feb-06,2006,240,15,1.0,3,15,67759,1,0,N,,15-Aug-07,1352000.0,0.0,P I F,0.0,1352000.0,1352000.0
621,1004575000,"PEAK POWER, INC.",ANAHEIM,CA,92805,CALIFORNIA BANK & TRUST,CA,441310,19-Jun-01,2001,36,15,1.0,0,0,1,0,Y,N,,31-Jul-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
622,1004584007,"TECHNICOM AUDIO & VISUAL, INC.",ALLENTOWN,PA,18704,"PNC BANK, NATIONAL ASSOCIATION",PA,512110,3-Mar-97,1997,60,4,1.0,0,0,1,0,0,N,,31-Oct-00,50000.0,0.0,P I F,0.0,50000.0,25000.0
623,1004585003,"Michael R. Mantell Ph.D., Inc.",SAN DIEGO,CA,92108,CALIFORNIA BANK & TRUST,CA,621112,19-Jun-01,2001,36,2,1.0,0,0,1,0,Y,N,,31-Oct-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
624,1004594010,ABQ PAVING,ALBUQUERQUE,NM,87112,1ST NATL BK OF NEW MEXICO,NM,234110,3-Mar-97,1997,12,8,2.0,0,0,1,0,Y,N,,31-Mar-97,95391.0,0.0,P I F,0.0,100000.0,75000.0
625,1004595006,TRI-VALLEY FAMILY CHIROPRACTIC,PLEASANTON,CA,94566,CALIFORNIA BANK & TRUST,CA,621310,19-Jun-01,2001,36,3,1.0,0,0,1,0,Y,N,,30-Nov-01,25000.0,0.0,P I F,0.0,25000.0,12500.0
626,1004604000,"LINDA CRAWFORD, D.M.D., P.C.",HUNTSVILLE,AL,35810,SOUTHERN DEVELOPMENT COUNCIL,AL,621210,3-Mar-97,1997,240,4,1.0,0,4,1,0,N,N,,16-Jul-97,85000.0,0.0,P I F,0.0,85000.0,85000.0
627,1004605007,"William B. Rogers, D.C. dba Se",CYPRESS,CA,90630,CALIFORNIA BANK & TRUST,CA,621310,19-Jun-01,2001,120,2,1.0,0,0,1,0,Y,N,,30-Jun-01,54253.0,0.0,P I F,0.0,50000.0,25000.0
628,1004615010,"AR LITHOGRAPHERS, INC.",HAYWARD,CA,94541,CALIFORNIA BANK & TRUST,CA,323110,22-Jun-01,2001,12,1,1.0,0,0,1,0,Y,N,10-Jul-06,31-Jul-01,51746.0,0.0,CHGOFF,48239.0,100000.0,50000.0
629,1004625002,ECCO THE SALON,SAN FRANCISCO,CA,94118,CALIFORNIA BANK & TRUST,CA,812112,22-Jun-01,2001,16,1,1.0,0,0,1,0,Y,N,25-Apr-06,31-Jul-01,25000.0,0.0,CHGOFF,25000.0,25000.0,12500.0
630,1004635005,EVANDOTCOM PRODUCTIONS,FREMONT,CA,94538,CALIFORNIA BANK & TRUST,CA,541430,22-Jun-01,2001,10,1,1.0,0,0,1,0,Y,N,25-Apr-06,31-Aug-01,24737.0,0.0,CHGOFF,20662.0,25000.0,12500.0
631,1004644001,SUBWAY SANDWICH SHOP,TULSA,OK,74129,FARMERS STATE BANK,OK,0,3-Mar-97,1997,63,6,1.0,0,0,78760,0,N,N,,31-May-97,90000.0,0.0,P I F,0.0,90000.0,72000.0
632,1004645008,J R CONSTRUCTION,LONG BEACH,CA,90807,CALIFORNIA BANK & TRUST,CA,233320,25-Jun-01,2001,36,1,1.0,0,0,1,0,Y,N,,31-Jul-01,10000.0,0.0,P I F,0.0,10000.0,5000.0
633,1004655000,ILL BOOGIE RECORDS LLC,LOS ANGELES,CA,90046,CALIFORNIA BANK & TRUST,CA,711510,25-Jun-01,2001,22,2,1.0,0,0,1,0,Y,N,11-Oct-02,30-Jun-01,49000.0,0.0,CHGOFF,49000.0,50000.0,25000.0
634,1004665003,THE FLAME,SAN DIEGO,CA,92103,CALIFORNIA BANK & TRUST,CA,722410,25-Jun-01,2001,36,23,1.0,0,0,1,0,Y,N,,29-Feb-04,50000.0,0.0,P I F,0.0,50000.0,25000.0
635,1004675006,Katharine Crowley dba K. Crowl,SAN ANSELMO,CA,94960,CALIFORNIA BANK & TRUST,CA,453220,25-Jun-01,2001,0,1,1.0,0,0,1,0,Y,N,24-Mar-06,30-Jun-01,29000.0,0.0,CHGOFF,2416.0,29000.0,14500.0
636,1004685009,Katharine Crowley dba K. crowl,SAN ANSELMO,CA,94960,CALIFORNIA BANK & TRUST,CA,453220,25-Jun-01,2001,1,1,1.0,0,0,1,0,Y,N,28-Mar-06,31-Jul-01,50000.0,0.0,CHGOFF,50000.0,50000.0,25000.0
637,1004686005,TILDEN CAR CARE CENTER,RAYNHAM (NORTH RAYNHAM),MA,2767,"READYCAP LENDING, LLC",CA,811111,7-Feb-06,2006,97,3,2.0,0,3,81965,1,0,N,24-Sep-09,31-Mar-06,165000.0,0.0,CHGOFF,156454.0,165000.0,123750.0
638,1004694005,BJ'S CROSS STITCH & CUSTOM,SAN ANTONIO,TX,78230,BROADWAY NATIONAL BANK,TX,0,3-Mar-97,1997,60,3,2.0,0,0,1,0,N,Y,,31-Mar-97,49992.0,0.0,P I F,0.0,49992.0,39994.0
639,1004695001,College of Advanced Informatio,SAN DIEGO,CA,92130,CALIFORNIA BANK & TRUST,CA,611420,25-Jun-01,2001,84,15,1.0,0,0,1,0,Y,N,,30-Jun-01,30000.0,0.0,P I F,0.0,30000.0,15000.0
640,1004704006,"TECHNICOM AUDIO & VISUAL, INC.",ALLENTOWN,PA,18704,"PNC BANK, NATIONAL ASSOCIATION",PA,512110,3-Mar-97,1997,40,4,1.0,0,0,1,0,Y,N,,31-Oct-00,40677.0,0.0,P I F,0.0,35000.0,17500.0
641,1004705002,Stan Matsuoka dba Matsuoka Muf,SACRAMENTO,CA,95820,CALIFORNIA BANK & TRUST,CA,811113,28-Jun-01,2001,3,2,1.0,0,0,1,0,Y,N,4-Apr-06,31-Jul-01,65100.0,0.0,CHGOFF,16455.0,63000.0,31500.0
642,1004715005,Diligence International Corp.,FOUNTAIN VALLEY,CA,92708,CALIFORNIA BANK & TRUST,CA,421620,29-Jun-01,2001,36,2,1.0,0,0,1,0,Y,N,,31-Jul-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
643,1004725008,"Lex International, Inc dba The",ORANGE,CA,92867,CALIFORNIA BANK & TRUST,CA,325998,29-Jun-01,2001,23,2,1.0,0,0,1,0,Y,N,14-Sep-06,31-Jul-01,30000.0,0.0,CHGOFF,17673.0,30000.0,15000.0
644,1004726004,HUNTINGTON LEARNING CENTER,PHOENIX,AZ,85044,"READYCAP LENDING, LLC",CA,611691,7-Feb-06,2006,120,80,2.0,55,25,39598,1,0,N,,30-Apr-06,273000.0,0.0,P I F,0.0,308000.0,231000.0
645,1004734004,A. BOTTINI ENTERPRISES,SAN CARLOS,CA,94070,LOANS FROM OLD CLOSED LENDERS,DC,332212,3-Mar-97,1997,300,1,1.0,0,0,1,0,0,N,,30-Jun-97,319500.0,0.0,P I F,0.0,319500.0,239625.0
646,1004735000,"TKT Enterprises, Inc.",SPRING VALLEY,CA,91977,CALIFORNIA BANK & TRUST,CA,421940,29-Jun-01,2001,36,1,1.0,0,0,1,0,Y,N,,31-Jul-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
647,1004745003,David Kirk Atamian dba Captain,MADERA,CA,93638,CALIFORNIA BANK & TRUST,CA,513322,3-Jul-01,2001,36,5,1.0,0,0,1,0,Y,N,,31-Jul-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
648,1004755006,"J. C. uni-tec, Inc.",GARDENA,CA,90248,CALIFORNIA BANK & TRUST,CA,421440,3-Jul-01,2001,36,3,1.0,0,0,1,0,Y,N,,31-Jul-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
649,1004761003,A B KITCHEN CABINETS INC,HIALEAH,FL,33010,WELLS FARGO BANK NATL ASSOC,NC,0,13-Aug-71,1972,60,40,1.0,0,0,0,0,N,N,31-Oct-88,25-Oct-71,100000.0,0.0,CHGOFF,46813.0,100000.0,75000.0
650,1004765009,Nasser K. Antonious dba Sunnyv,SUNNYVALE,CA,94087,CALIFORNIA BANK & TRUST,CA,621210,3-Jul-01,2001,36,2,1.0,0,0,1,0,Y,N,,31-Jul-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
651,1004774005,"UNIVERSAL TECHNOLOGIES, L.L.P.",NIXA,MO,65714,EMPIRE BANK,MO,541511,3-Mar-97,1997,60,5,2.0,0,0,1,0,N,N,,30-Apr-97,28000.0,0.0,P I F,0.0,28000.0,22400.0
652,1004775001,"Jose de Jesus Fuentes, Jr. dba",TECATE,CA,91980,CALIFORNIA BANK & TRUST,CA,484210,6-Jul-01,2001,82,1,1.0,0,0,1,0,Y,N,,31-Aug-01,20000.0,0.0,P I F,0.0,20000.0,10000.0
653,1004785004,"Telemetry Solutions, Inc.",CONCORD,CA,94520,CALIFORNIA BANK & TRUST,CA,335999,11-Jul-01,2001,36,3,1.0,0,0,1,0,Y,N,,31-Oct-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
654,1004786000,SNIP-ITS,RENO,NV,89501,NEVADA STATE BANK,NV,812112,7-Feb-06,2006,120,1,2.0,8,0,75982,1,0,N,,28-Feb-06,221200.0,0.0,P I F,0.0,221200.0,165900.0
655,1004794000,"SCOSAX OF GEORGIA, INC",SAVANNAH,GA,31401,AMERIS BANK,GA,0,3-Mar-97,1997,36,8,2.0,0,0,1,0,N,Y,,31-Oct-97,78000.0,0.0,P I F,0.0,78000.0,62400.0
656,1004795007,"Melvin R. Helm, MD, Inc. dba T",FRESNO,CA,93720,CALIFORNIA BANK & TRUST,CA,621111,11-Jul-01,2001,36,5,2.0,0,0,1,0,Y,N,,31-Jul-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
657,1004805008,"Interchange Payment Solutions,",SANTA ANA,CA,92707,CALIFORNIA BANK & TRUST,CA,561990,11-Jul-01,2001,36,3,1.0,0,0,1,0,Y,N,,29-Feb-04,32000.0,0.0,P I F,0.0,32000.0,16000.0
658,1004815000,RM Electronics Inc,SAN MARCOS,CA,92069,CALIFORNIA BANK & TRUST,CA,422990,11-Jul-01,2001,36,5,1.0,0,0,1,0,Y,N,,31-Aug-01,25000.0,0.0,P I F,0.0,25000.0,12500.0
659,1004816007,CAPITOL MOTORCARS INC AND CAPI,ALPHARETTA,GA,30004,CORNERSTONEBANK,GA,441110,7-Feb-06,2006,60,42,1.0,2,44,1,1,0,N,,28-Feb-06,180500.0,0.0,P I F,0.0,180500.0,135375.0
660,1004825003,"Solorio, Inc.",ORANGE,CA,92867,CALIFORNIA BANK & TRUST,CA,235210,11-Jul-01,2001,36,3,1.0,0,0,1,0,Y,N,,31-Jul-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
661,1004826010,TONY'S MOBIL SERVICE INC AND J,SOUTH BEND,IN,46628,1ST SOURCE BANK,IN,447190,7-Feb-06,2006,62,11,1.0,0,11,1,2,0,N,,30-Apr-06,22500.0,0.0,P I F,0.0,22500.0,11250.0
662,1004834010,SANTA FE MOTEL,SOUTH GATE,CA,90280,CALIFORNIA BANK & TRUST,CA,0,3-Mar-97,1997,300,1,1.0,0,0,1,0,0,N,,30-Apr-97,405000.0,0.0,P I F,0.0,405000.0,303750.0
663,1004835006,Aaamerican Pacific Manufacture,SAN MARCOS,CA,92069,CALIFORNIA BANK & TRUST,CA,453930,11-Jul-01,2001,36,17,1.0,0,0,1,0,Y,N,,31-Jul-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
664,1004836002,ACCURATE APPRAISAL LLC,MENASHA,WI,54952,THE BUSINESS BANK,WI,531320,7-Feb-06,2006,36,17,1.0,0,17,1,2,Y,N,,30-Jun-06,50000.0,0.0,P I F,0.0,50000.0,25000.0
665,1004845009,Wolf Environmental Lining Syst,SUTTER CREEK,CA,95685,CALIFORNIA BANK & TRUST,CA,541330,12-Jul-01,2001,36,4,1.0,0,0,1,0,Y,N,,31-Jul-01,75000.0,0.0,P I F,0.0,75000.0,37500.0
666,1004855001,"San Diego Copy, Inc. which wil",SAN DIEGO,CA,92117,CALIFORNIA BANK & TRUST,CA,561439,17-Jul-01,2001,36,8,1.0,0,0,1,0,Y,N,,31-Aug-01,80000.0,0.0,P I F,0.0,80000.0,40000.0
667,1004856008,S & S HOT DOG,LYNNWOOD,WA,98087,HERITAGE BANK,WA,722330,7-Feb-06,2006,68,1,1.0,0,1,90725,1,0,N,,31-Mar-06,55500.0,0.0,P I F,0.0,55500.0,47175.0
668,1004865004,Alpine Metals,SOUTH LAKE TAHOE,CA,96150,WELLS FARGO BANK NATL ASSOC,CA,332322,18-Jul-01,2001,300,7,1.0,0,0,1,0,N,N,,31-Jul-01,823000.0,0.0,P I F,0.0,823000.0,617250.0
669,1004874000,FLORENCE MACARONI MANUFACTURIN,CHICAGO,IL,60651,URBAN PARTNERSHIP BANK,IL,311823,3-Mar-97,1997,84,16,1.0,0,0,1,0,0,N,,28-Feb-01,65000.0,0.0,P I F,0.0,65000.0,48750.0
670,1004875007,"Rhee's Fashion Co., Inc.",LOS ANGELES,CA,90014,CALIFORNIA BANK & TRUST,CA,315211,18-Jul-01,2001,12,65,1.0,0,0,1,0,Y,N,19-Aug-10,31-Jul-01,100000.0,0.0,CHGOFF,23982.0,100000.0,50000.0
671,1004885010,PU Digital,MOUNTAIN VIEW,CA,94043,CALIFORNIA BANK & TRUST,CA,326191,19-Jul-01,2001,36,3,1.0,0,0,1,0,N,N,,31-Jul-01,46000.0,0.0,P I F,0.0,46000.0,23000.0
672,1004895002,"C.E.M. Electric, Inc.",EL CAJON,CA,92021,CALIFORNIA BANK & TRUST,CA,235310,19-Jul-01,2001,36,8,1.0,0,0,1,0,Y,N,,31-Jul-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
673,1004896009,Q & P MARKET INC,BROOKLYN,NY,11226,WELLS FARGO BANK NATL ASSOC,SD,424490,7-Feb-06,2006,0,10,1.0,7,10,1,1,Y,N,6-Apr-11,31-Mar-06,41847.0,0.0,CHGOFF,19695.0,30000.0,15000.0
674,1004905003,"M & J Promotions, Inc.",TEMECULA,CA,92592,CALIFORNIA BANK & TRUST,CA,541613,19-Jul-01,2001,36,2,1.0,0,0,1,0,Y,N,,30-Sep-02,100000.0,0.0,P I F,0.0,100000.0,50000.0
675,1004906010,EUROPEAN BAKERY & MORE INC,CUMMING,GA,30040,JPMORGAN CHASE BANK NATL ASSOC,NV,445291,7-Feb-06,2006,84,3,1.0,0,3,1,2,Y,N,,28-Feb-06,47746.0,0.0,P I F,0.0,30000.0,15000.0
676,1004914010,KAZURI AMERICAN LIMITED LIABIL,BRIDGTON,ME,4009,KEYBANK NATIONAL ASSOCIATION,OH,421940,3-Mar-97,1997,60,9,1.0,0,0,1,0,0,N,,31-Mar-97,30000.0,0.0,P I F,0.0,30000.0,15000.0
677,1004915006,Ben & Jerry's Homemade,SAN JOSE,CA,95113,WELLS FARGO BANK NATL ASSOC,SD,445299,23-Jul-01,2001,120,10,1.0,0,0,9802,0,N,N,,31-Aug-01,225000.0,0.0,P I F,0.0,225000.0,168750.0
678,1004925009,"C-Tech Systems, LLC",SACRAMENTO,CA,95825,CALIFORNIA BANK & TRUST,CA,443120,25-Jul-01,2001,3,8,1.0,0,0,1,0,Y,N,1-Jul-10,31-Aug-01,100000.0,0.0,CHGOFF,84092.0,100000.0,50000.0
679,1004926005,TRM LLC,HOBBS,NM,88240,WESTERN COMMERCE BANK,NM,213112,7-Feb-06,2006,60,7,1.0,1,7,1,2,0,N,,28-Feb-06,125000.0,0.0,P I F,0.0,125000.0,62500.0
680,1004933009,TAYLOR BROTHERS COMPANY,CLEVELAND,OH,44114,,,0,8-Jul-80,1980,120,18,2.0,0,0,0,0,N,N,8-Feb-89,21-Aug-80,275000.0,0.0,CHGOFF,181916.0,275000.0,247500.0
681,1004934005,IRVINE TOW,IRVINE,CA,92714,CALIFORNIA BANK & TRUST,CA,0,3-Mar-97,1997,300,10,1.0,0,0,1,0,0,N,,30-Apr-97,1046000.0,0.0,P I F,0.0,1080000.0,749952.0
682,1004935001,"Shinsei International, Inc.",HUNTINGTON BEACH,CA,92646,CALIFORNIA BANK & TRUST,CA,422990,26-Jul-01,2001,35,3,1.0,0,0,1,0,Y,N,14-Jun-06,31-Jul-01,30000.0,0.0,CHGOFF,19000.0,30000.0,15000.0
683,1004936008,PHILLIP ZELLER,EL CAJON,CA,92020,JPMORGAN CHASE BANK NATL ASSOC,IL,337110,7-Feb-06,2006,11,14,1.0,0,14,1,2,Y,N,24-Jul-12,31-May-06,145011.0,0.0,CHGOFF,10510.0,50000.0,25000.0
684,1004945004,"Piranio Knepp Chiropractic, In",SAN DIEGO,CA,92177,CALIFORNIA BANK & TRUST,CA,621310,30-Jul-01,2001,36,2,1.0,0,0,1,0,Y,N,,31-Aug-01,20000.0,0.0,P I F,0.0,20000.0,10000.0
685,1004954000,CALDWELL MEGNA,TRENTON,NJ,8608,BANCO POPULAR NORTH AMERICA,NJ,541110,3-Mar-97,1997,300,4,2.0,0,0,1,0,0,N,,31-Jul-97,225000.0,0.0,P I F,0.0,225000.0,168750.0
686,1004955007,"Gen Velen dba ""Right Choice """,SACRAMENTO,CA,95821,CALIFORNIA BANK & TRUST,CA,541430,31-Jul-01,2001,83,1,1.0,0,0,1,0,Y,N,,31-Aug-01,36700.0,0.0,P I F,0.0,22000.0,11000.0
687,1004965010,Josefina Buenavenyura dba Smil,LOS ANGELES,CA,90025,CALIFORNIA BANK & TRUST,CA,339116,31-Jul-01,2001,36,1,1.0,0,0,1,0,Y,N,,31-Aug-01,12000.0,0.0,P I F,0.0,12000.0,6000.0
688,1004966006,MIDWEST GROUNDS MAINTENANCE CO,MAPLEWOOD,MN,55109,SPEDCO,MN,561730,7-Feb-06,2006,240,5,1.0,1,1,1,1,0,N,,17-May-06,147000.0,0.0,P I F,0.0,147000.0,147000.0
689,1004974006,"PLAZA PIZZA, INC.",SAN ANTONIO,TX,78221,BANK OF AMERICA NATL ASSOC,OR,0,3-Mar-97,1997,5,2,2.0,0,0,17205,0,0,N,12-Sep-07,31-Jul-97,112000.0,0.0,CHGOFF,36008.0,112000.0,84000.0
690,1004975002,Ut V. Khuu dba Hamilton Liquor,HUNTINGTON BEACH,CA,92646,CALIFORNIA BANK & TRUST,CA,445310,31-Jul-01,2001,60,2,1.0,0,0,1,0,N,N,,31-Aug-01,50000.0,0.0,P I F,0.0,50000.0,25000.0
691,1004976009,"SH SUPPLY, INC",LOS ANGELES,CA,90021,WELLS FARGO BANK NATL ASSOC,SD,424320,7-Feb-06,2006,17,20,2.0,1,20,1,1,Y,N,23-Sep-11,30-Apr-06,107255.0,0.0,CHGOFF,45000.0,45000.0,22500.0
692,1004984009,DICKEY'S BARBECUE PIT,DALLAS,TX,75201,LOANS FROM OLD CLOSED LENDERS,DC,0,3-Mar-97,1997,120,21,2.0,0,0,23379,0,0,N,,31-Aug-97,190000.0,0.0,P I F,0.0,190000.0,142500.0
693,1004985005,"Peterson, Slater & Osborne Acc",INDIO,CA,92201,CALIFORNIA BANK & TRUST,CA,541211,1-Aug-01,2001,84,9,1.0,0,0,1,0,N,N,,31-Aug-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
694,1004986001,AUZSTON ENTERPRISES,GALVESTON,TX,77551,BBCN BANK,CA,235110,7-Feb-06,2006,69,3,2.0,2,3,1,1,0,N,13-Nov-07,28-Feb-06,5000.0,0.0,CHGOFF,4870.0,5000.0,4250.0
695,1004995008,Chonghee Jane Kim dba Jane Kim,LOS ANGELES,CA,90010,CALIFORNIA BANK & TRUST,CA,541211,1-Aug-01,2001,36,3,1.0,0,0,1,0,Y,N,,31-Aug-01,85000.0,0.0,P I F,0.0,85000.0,42500.0
696,1005004010,"MEDICAL COMFORT SYSTEMS, INC.",LEXINGTON,SC,29073,BUSINESS DEVEL CORP OF SO. CAR,SC,0,3-Mar-97,1997,84,11,1.0,0,0,1,0,0,N,,30-Jun-97,424000.0,0.0,P I F,0.0,424000.0,318000.0
697,1005005006,"Winset, Inc. dba Bankers Hill",SAN DIEGO,CA,92103,CALIFORNIA BANK & TRUST,CA,531210,1-Aug-01,2001,36,10,1.0,0,0,1,0,Y,N,,31-Aug-01,30000.0,0.0,P I F,0.0,30000.0,15000.0
698,1005015009,"Michael's Roofing Company, Inc",REDLANDS,CA,92373,CALIFORNIA BANK & TRUST,CA,235610,2-Aug-01,2001,21,50,1.0,0,0,1,0,Y,N,19-Oct-10,31-Aug-01,50000.0,0.0,CHGOFF,28554.0,50000.0,25000.0
699,1005016005,JOHNSON TRUCKING COMPANY INC,SUITLAND,MD,20746,HOME LOAN INVEST BANK F.S.B.,RI,484110,7-Feb-06,2006,120,2,1.0,0,2,1,1,0,N,,28-Feb-06,459000.0,0.0,P I F,0.0,459000.0,344250.0
700,1005025001,Paul Hogg dba Nutrafoods,SANTA MONICA,CA,90403,CALIFORNIA BANK & TRUST,CA,325411,2-Aug-01,2001,120,1,1.0,0,0,1,0,Y,N,,31-Aug-01,100000.0,0.0,P I F,0.0,100000.0,50000.0
701,1005034008,"PLAZA PIZZA, INC.",SAN ANTONIO,TX,78221,BANK OF AMERICA NATL ASSOC,OR,0,3-Mar-97,1997,90,2,2.0,0,0,17205,0,0,N,,31-Jul-97,88000.0,0.0,P I F,0.0,88000.0,66000.0
